,dealer_card,dealer_estimated_value,dealer_bust,init_hand,hit,result,outcome
3606,6,10,0,20,0,1.0,0
3607,2,12,0,11,1,1.0,1
3608,4,13,0,16,1,1.0,1
3609,3,3,0,20,0,1.0,0
3610,2,8,1,8,1,1.0,1
3611,2,6,1,20,0,1.0,0
3612,5,2,0,17,0,-1.0,1
3613,9,13,0,12,2,-1.0,0
3614,6,5,0,14,1,-1.0,0
3615,10,6,1,21,0,1.0,0
3616,J,19,0,20,0,1.0,0
3617,K,14,0,15,1,-1.0,0
3618,A,12,0,17,0,-1.0,1
3619,A,12,1,20,0,1.0,0
3620,3,11,0,18,0,-1.0,1
3621,6,6,1,18,0,1.0,0
3622,5,10,0,16,1,-1.0,0
3623,10,17,0,7,1,1.0,1
3624,Q,14,0,21,0,1.0,0
3625,K,16,0,20,0,1.0,0
3626,9,8,0,13,0,-1.0,1
3627,J,10,1,20,0,1.0,0
3628,4,1,0,13,1,-1.0,0
3629,3,6,0,18,0,-1.0,1
3630,5,12,0,16,1,-1.0,0
3631,7,18,0,11,1,1.0,1
3632,9,17,0,17,1,-1.0,0
3633,7,17,0,14,1,1.0,1
3634,8,18,0,15,3,-1.0,0
3635,3,3,0,17,1,-1.0,0
3636,6,7,0,18,0,-1.0,1
3637,7,14,0,9,1,1.0,1
3638,9,15,0,17,1,-1.0,0
3639,A,13,0,13,2,-1.0,0
3640,4,9,1,14,1,1.0,1
3641,10,14,0,19,0,-1.0,1
3642,4,8,0,18,0,-1.0,1
3643,4,1,0,11,1,1.0,1
3644,3,16,1,6,4,1.0,1
3645,8,15,0,8,1,1.0,1
3646,2,8,1,15,2,-1.0,0
3647,4,13,1,15,3,-1.0,0
3648,4,8,0,13,1,-1.0,0
3649,8,16,0,19,0,1.0,0
3650,8,16,0,8,2,1.0,1
3651,10,11,0,21,0,1.0,0
3652,K,16,0,13,3,-1.0,0
3653,7,11,0,7,1,1.0,1
3654,4,9,0,20,0,1.0,0
3655,10,6,0,15,0,-1.0,1
3656,3,1,0,11,1,1.0,1
3657,Q,8,0,9,1,-1.0,0
3658,3,15,0,14,2,-1.0,0
3659,8,20,0,20,0,1.0,0
3660,4,13,0,9,2,1.0,1
3661,8,18,0,20,0,1.0,0
3662,8,12,0,9,3,-1.0,0
3663,6,14,0,20,0,1.0,0
3664,3,11,1,18,0,1.0,0
3665,2,4,1,13,2,1.0,1
3666,9,15,0,12,1,1.0,1
3667,2,6,0,20,0,1.0,0
3668,7,13,0,11,1,1.0,1
3669,8,11,0,8,2,1.0,1
3670,7,10,0,20,0,-1.0,1
3671,2,5,1,14,2,1.0,1
3672,10,22,0,20,1,-1.0,0
3673,4,14,1,7,2,-1.0,0
3674,6,9,0,15,1,-1.0,0
3675,6,16,0,13,2,-1.0,0
3676,8,15,1,15,1,-1.0,0
3677,J,18,0,18,1,1.0,1
3678,K,19,0,16,0,-1.0,1
3679,8,8,0,15,1,-1.0,0
3680,9,16,0,6,2,1.0,1
3681,6,6,0,20,0,1.0,0
3682,2,4,0,18,0,1.0,0
3683,A,12,0,13,1,1.0,1
3684,10,15,0,17,0,-1.0,1
3685,2,-2,1,12,3,-1.0,0
3686,5,9,0,6,1,1.0,1
3687,9,14,1,12,1,-1.0,0
3688,7,15,1,12,2,-1.0,0
3689,J,18,0,17,1,-1.0,0
3690,A,14,0,20,0,1.0,0
3691,Q,11,0,17,0,-1.0,1
3692,K,11,1,10,1,1.0,1
3693,A,15,0,20,0,1.0,0
3694,3,9,0,15,2,-1.0,0
3695,5,9,0,20,0,1.0,0
3696,A,15,0,15,1,-1.0,0
3697,5,3,0,14,2,-1.0,0
3698,8,4,1,10,1,1.0,1
3699,9,12,0,18,0,-1.0,1
3700,4,10,1,9,2,-1.0,0
3701,9,20,0,17,1,-1.0,0
3702,J,15,1,16,3,-1.0,0
3703,3,11,1,21,0,1.0,0
3704,2,11,0,7,2,-1.0,0
3705,6,9,0,16,1,1.0,1
3706,K,15,0,16,1,-1.0,0
3707,6,7,0,15,1,-1.0,0
3708,6,10,1,16,1,1.0,1
3709,9,14,0,6,3,1.0,1
3710,J,10,1,19,0,1.0,0
3711,8,12,0,15,3,-1.0,0
3712,7,10,0,10,1,1.0,1
3713,8,15,0,12,2,1.0,1
3714,4,12,0,9,1,-1.0,0
3715,Q,20,0,18,1,-1.0,0
3716,7,11,1,16,1,-1.0,0
3717,2,10,0,17,1,-1.0,0
3718,A,12,0,10,1,1.0,1
3719,9,13,1,10,1,1.0,1
3720,K,18,0,6,0,-1.0,1
3721,8,9,0,10,2,1.0,1
3722,10,8,1,17,0,1.0,0
3723,3,7,1,13,1,1.0,1
3724,8,13,0,18,0,1.0,0
3725,4,4,1,15,2,1.0,1
3726,J,10,0,11,1,1.0,1
3727,5,17,0,16,1,-1.0,0
3728,10,13,1,13,4,1.0,1
3729,J,15,0,18,1,-1.0,0
3730,2,11,0,18,0,-1.0,1
3731,10,19,0,12,3,1.0,1
3732,4,9,0,14,2,-1.0,0
3733,8,14,0,13,1,1.0,1
3734,Q,15,0,11,2,-1.0,0
3735,6,9,1,6,1,1.0,1
3736,A,12,0,12,1,-1.0,0
3737,3,6,0,19,0,-1.0,1
3738,J,14,0,6,4,-1.0,0
3739,7,2,0,10,2,-1.0,0
3740,J,22,0,15,2,-1.0,0
3741,9,16,0,20,0,1.0,0
3742,J,13,0,20,0,1.0,0
3743,4,15,0,16,1,-1.0,0
3744,K,13,1,15,1,1.0,1
3745,9,17,0,13,2,-1.0,0
3746,10,18,0,10,2,-1.0,0
3747,7,15,0,19,0,1.0,0
3748,2,6,0,7,2,1.0,1
3749,8,8,1,20,0,1.0,0
3750,3,8,1,14,1,1.0,1
3751,A,7,0,10,1,-1.0,0
3752,6,2,0,14,1,-1.0,0
3753,5,8,1,8,2,-1.0,0
3754,Q,16,0,12,2,-1.0,0
3755,8,19,0,21,0,1.0,0
3756,A,22,0,16,0,-1.0,1
3757,8,18,0,13,1,-1.0,0
3758,3,5,0,18,0,-1.0,1
3759,J,14,1,8,1,1.0,1
3760,J,10,1,8,1,1.0,1
3761,9,16,0,9,3,1.0,1
3762,2,5,1,11,2,-1.0,0
3763,4,2,0,16,2,-1.0,0
3764,A,14,0,13,2,1.0,1
3765,10,9,1,17,0,1.0,0
3766,K,14,0,17,3,-1.0,0
3767,J,14,0,12,0,-1.0,1
3768,2,-2,1,20,0,1.0,0
3769,5,14,1,12,1,1.0,1
3770,10,18,0,14,2,-1.0,0
3771,5,9,1,14,1,1.0,1
3772,8,17,0,11,3,1.0,1
3773,6,15,0,12,1,1.0,1
3774,9,18,0,14,2,-1.0,0
3775,5,13,0,13,1,-1.0,0
3776,K,17,0,20,0,1.0,0
3777,4,10,0,21,0,1.0,0
3778,3,1,1,20,0,1.0,0
3779,7,8,0,13,1,-1.0,0
3780,4,0,1,10,1,1.0,1
3781,7,8,0,10,1,-1.0,0
3782,2,6,0,11,3,-1.0,0
3783,10,15,1,16,1,-1.0,0
3784,10,17,1,7,4,-1.0,0
3785,2,9,0,14,2,-1.0,0
3786,2,11,0,7,1,1.0,1
3787,Q,20,0,13,0,-1.0,1
3788,4,5,1,7,2,-1.0,0
3789,7,12,1,10,1,1.0,1
3790,4,11,1,16,1,1.0,1
3791,2,4,0,20,0,1.0,0
3792,J,15,0,19,1,-1.0,0
3793,9,7,0,11,1,-1.0,0
3794,A,9,0,13,0,-1.0,1
3795,10,7,0,20,0,1.0,0
3796,7,5,0,17,0,1.0,0
3797,6,11,0,19,0,1.0,0
3798,4,10,0,5,3,1.0,1
3799,A,17,0,16,1,-1.0,0
3800,6,11,0,19,0,1.0,0
3801,8,13,0,17,1,-1.0,0
3802,J,20,0,16,0,-1.0,1
3803,K,18,0,14,2,-1.0,0
3804,10,11,1,17,0,1.0,0
3805,A,18,0,19,0,-1.0,1
3806,7,11,1,14,1,-1.0,0
3807,10,15,0,15,1,-1.0,0
3808,5,11,0,9,2,-1.0,0
3809,Q,7,0,4,1,-1.0,0
3810,8,7,1,13,0,1.0,0
3811,6,2,0,20,0,1.0,0
3812,6,10,0,19,0,1.0,0
3813,9,20,0,13,1,-1.0,0
3814,8,10,0,19,0,-1.0,1
3815,6,13,0,13,1,-1.0,0
3816,Q,13,1,13,2,1.0,1
3817,K,20,0,16,0,-1.0,1
3818,6,10,1,20,0,1.0,0
3819,3,4,0,20,0,1.0,0
3820,A,17,0,19,1,-1.0,0
3821,J,11,0,18,0,-1.0,1
3822,4,3,0,14,3,1.0,1
3823,9,8,0,14,0,-1.0,1
3824,5,5,1,12,1,1.0,1
3825,2,1,0,14,1,-1.0,0
3826,2,15,0,11,1,1.0,1
3827,7,18,0,16,1,1.0,1
3828,4,15,1,12,1,-1.0,0
3829,Q,19,0,19,2,-1.0,0
3830,2,5,0,19,0,-1.0,1
3831,3,3,0,17,1,-1.0,0
3832,7,16,0,20,0,1.0,0
3833,4,6,0,12,1,1.0,1
3834,6,6,1,7,2,1.0,1
3835,7,13,0,15,1,-1.0,0
3836,A,11,0,16,0,-1.0,1
3837,3,2,1,17,2,-1.0,0
3838,5,8,0,15,1,-1.0,0
3839,4,3,0,20,0,1.0,0
3840,Q,19,0,20,0,1.0,0
3841,4,15,1,13,2,-1.0,0
3842,Q,22,0,17,0,-1.0,1
3843,A,21,0,9,0,-1.0,1
3844,3,13,0,18,1,-1.0,0
3845,Q,12,0,18,0,-1.0,1
3846,2,9,1,19,0,1.0,0
3847,8,15,0,12,3,-1.0,0
3848,3,10,1,14,1,1.0,1
3849,4,8,1,17,1,-1.0,0
3850,A,16,0,16,0,-1.0,1
3851,3,8,1,10,1,1.0,1
3852,7,11,0,20,0,1.0,0
3853,8,7,1,15,0,1.0,0
3854,6,10,0,14,1,1.0,1
3855,Q,16,0,19,2,-1.0,0
3856,J,15,1,13,2,1.0,1
3857,2,4,0,17,1,-1.0,0
3858,7,13,0,12,2,-1.0,0
3859,9,16,0,17,2,-1.0,0
3860,K,9,0,12,1,-1.0,0
3861,9,11,0,16,1,-1.0,0
3862,J,8,1,11,1,1.0,1
3863,Q,13,0,12,1,1.0,1
3864,6,4,0,20,0,-1.0,1
3865,A,6,1,20,0,1.0,0
3866,7,9,1,21,0,1.0,0
3867,Q,5,1,17,0,1.0,0
3868,J,22,0,17,1,1.0,1
3869,J,21,0,11,2,1.0,1
3870,J,20,0,14,2,-1.0,0
3871,J,21,0,20,0,-1.0,1
3872,2,7,0,20,0,1.0,0
3873,4,6,0,19,0,1.0,0
3874,3,8,0,12,2,-1.0,0
3875,7,10,1,12,3,1.0,1
3876,5,12,1,15,1,1.0,1
3877,10,8,1,13,0,1.0,0
3878,J,13,0,14,1,-1.0,0
3879,5,2,1,14,1,-1.0,0
3880,9,11,0,4,2,-1.0,0
3881,3,-1,1,13,1,-1.0,0
3882,5,11,0,12,1,1.0,1
3883,6,9,0,19,0,1.0,0
3884,3,13,1,11,1,1.0,1
3885,A,21,0,10,0,-1.0,1
3886,8,17,0,9,2,1.0,1
3887,9,12,1,18,0,1.0,0
3888,7,15,0,20,0,1.0,0
3889,J,9,1,13,0,1.0,0
3890,8,15,0,20,0,1.0,0
3891,3,10,0,21,0,1.0,0
3892,2,7,0,8,2,-1.0,0
3893,7,7,1,12,1,1.0,1
3894,K,15,0,19,0,-1.0,1
3895,J,7,1,16,0,1.0,0
3896,9,9,1,16,0,1.0,0
3897,8,12,0,10,1,1.0,1
3898,2,7,0,20,0,1.0,0
3899,6,16,1,8,2,1.0,1
3900,6,14,0,18,0,-1.0,1
3901,8,16,0,11,1,1.0,1
3902,2,4,0,19,0,1.0,0
3903,Q,19,0,16,0,-1.0,1
3904,7,15,0,20,0,1.0,0
3905,4,7,0,15,1,-1.0,0
3906,Q,12,1,17,0,1.0,0
3907,A,17,0,20,0,-1.0,1
3908,10,14,0,20,0,1.0,0
3909,9,7,0,20,0,1.0,0
3910,A,15,0,14,0,-1.0,1
3911,3,7,1,13,1,1.0,1
3912,8,16,0,18,0,-1.0,1
3913,5,13,1,11,2,1.0,1
3914,J,18,0,12,1,-1.0,0
3915,Q,12,1,15,1,1.0,1
3916,2,8,0,12,2,-1.0,0
3917,8,13,0,20,0,1.0,0
3918,J,12,0,14,2,-1.0,0
3919,J,11,1,16,0,1.0,0
3920,4,9,0,14,2,-1.0,0
3921,10,8,1,10,1,1.0,1
3922,3,7,1,14,1,-1.0,0
3923,7,12,0,6,2,1.0,1
3924,3,7,1,19,0,1.0,0
3925,3,6,1,13,1,1.0,1
3926,6,10,0,18,0,1.0,0
3927,8,13,0,20,0,1.0,0
3928,4,12,0,17,0,-1.0,1
3929,7,12,1,10,1,1.0,1
3930,4,11,1,11,1,1.0,1
3931,5,14,0,11,2,-1.0,0
3932,6,14,1,11,2,-1.0,0
3933,9,16,0,12,1,-1.0,0
3934,3,10,1,19,0,1.0,0
3935,7,13,0,11,2,-1.0,0
3936,Q,16,0,20,0,-1.0,1
3937,A,16,0,14,0,-1.0,1
3938,K,9,0,17,0,1.0,0
3939,K,6,0,10,1,-1.0,0
3940,Q,13,0,19,0,-1.0,1
3941,8,20,0,7,2,-1.0,0
3942,2,9,0,15,1,1.0,1
3943,7,18,0,7,2,1.0,1
3944,4,15,1,20,0,1.0,0
3945,9,15,1,13,1,-1.0,0
3946,8,17,0,8,1,1.0,1
3947,6,7,0,21,0,1.0,0
3948,9,11,1,11,1,1.0,1
3949,J,15,0,9,2,-1.0,0
3950,J,10,0,17,0,1.0,0
3951,10,7,0,15,0,-1.0,1
3952,2,6,0,20,0,1.0,0
3953,10,14,0,9,2,-1.0,0
3954,Q,5,1,21,0,1.0,0
3955,J,22,0,18,1,-1.0,0
3956,7,12,0,15,1,-1.0,0
3957,4,6,0,9,1,1.0,1
3958,2,13,0,13,1,-1.0,0
3959,J,18,0,15,1,-1.0,0
3960,J,11,0,15,1,-1.0,0
3961,6,9,0,17,0,-1.0,1
3962,K,9,1,16,0,1.0,0
3963,3,8,0,21,0,1.0,0
3964,4,6,0,18,0,-1.0,1
3965,7,12,0,12,2,-1.0,0
3966,7,11,0,19,0,1.0,0
3967,9,10,1,14,1,1.0,1
3968,9,4,0,17,0,-1.0,1
3969,4,11,0,7,2,-1.0,0
3970,6,10,0,10,1,-1.0,0
3971,4,12,1,15,1,1.0,1
3972,6,16,1,11,1,1.0,1
3973,6,12,1,14,1,-1.0,0
3974,K,13,1,12,1,1.0,1
3975,8,16,0,10,1,1.0,1
3976,J,13,1,10,1,1.0,1
3977,A,8,0,13,0,-1.0,1
3978,Q,14,0,16,1,-1.0,0
3979,4,2,0,14,1,-1.0,0
3980,J,13,0,13,3,-1.0,0
3981,8,11,0,17,2,1.0,1
3982,6,10,0,18,0,1.0,0
3983,7,19,0,14,2,-1.0,0
3984,A,17,0,12,2,-1.0,0
3985,9,12,0,12,1,1.0,1
3986,2,9,0,17,1,-1.0,0
3987,K,14,0,10,1,1.0,1
3988,9,16,0,9,1,1.0,1
3989,K,11,0,20,0,1.0,0
3990,10,17,0,7,3,1.0,1
3991,8,14,0,14,1,1.0,1
3992,J,7,1,16,0,1.0,0
3993,Q,12,0,16,1,-1.0,0
3994,A,15,0,19,0,-1.0,1
3995,Q,14,0,7,2,-1.0,0
3996,K,14,0,15,0,-1.0,1
3997,Q,22,0,8,2,-1.0,0
3998,J,18,0,20,0,1.0,0
3999,K,22,0,15,0,-1.0,1
4000,A,15,0,15,1,1.0,1
4001,Q,11,0,8,2,-1.0,0
4002,K,17,0,10,1,1.0,1
4003,A,11,0,14,1,-1.0,0
4004,2,9,1,19,0,1.0,0
4005,9,8,0,9,1,-1.0,0
4006,Q,15,0,11,2,-1.0,0
4007,2,0,0,12,1,-1.0,0
4008,8,6,0,13,0,-1.0,1
4009,A,15,0,10,0,-1.0,1
4010,6,2,0,12,1,-1.0,0
4011,2,5,0,14,1,-1.0,0
4012,5,13,0,20,0,-1.0,1
4013,3,6,1,18,0,1.0,0
4014,5,15,1,21,0,1.0,0
4015,K,21,0,21,0,1.0,0
4016,3,12,1,18,0,1.0,0
4017,3,13,1,14,2,1.0,1
4018,10,17,0,5,3,-1.0,0
4019,8,11,0,16,1,-1.0,0
4020,A,18,0,12,0,-1.0,1
4021,10,8,1,20,0,1.0,0
4022,K,14,0,7,3,1.0,1
4023,6,3,1,9,1,1.0,1
4024,4,8,1,17,1,1.0,1
4025,2,2,0,21,0,1.0,0
4026,5,12,1,13,1,-1.0,0
4027,A,15,0,13,3,-1.0,0
4028,K,20,0,10,1,1.0,1
4029,6,15,1,17,0,1.0,0
4030,2,4,0,11,1,-1.0,0
4031,J,18,0,15,2,-1.0,0
4032,4,11,1,20,0,1.0,0
4033,7,10,1,8,2,1.0,1
4034,J,16,0,18,2,-1.0,0
4035,8,8,0,13,2,-1.0,0
4036,A,13,0,15,1,-1.0,0
4037,A,11,0,14,1,-1.0,0
4038,J,14,0,9,2,1.0,1
4039,4,1,0,19,0,1.0,0
4040,10,18,1,19,1,1.0,1
4041,6,14,1,9,1,1.0,1
4042,10,19,0,12,1,-1.0,0
4043,6,16,0,19,0,1.0,0
4044,7,11,0,16,1,-1.0,0
4045,3,6,0,20,0,1.0,0
4046,3,8,0,16,2,-1.0,0
4047,2,4,1,15,2,1.0,1
4048,A,16,0,18,1,-1.0,0
4049,4,10,1,17,1,-1.0,0
4050,A,14,0,5,2,-1.0,0
4051,7,9,1,9,1,1.0,1
4052,K,7,0,13,0,-1.0,1
4053,2,3,0,7,2,-1.0,0
4054,10,16,1,10,2,-1.0,0
4055,5,17,0,20,0,1.0,0
4056,7,11,0,9,3,-1.0,0
4057,Q,21,0,19,0,-1.0,1
4058,Q,19,0,15,2,-1.0,0
4059,4,12,1,13,2,1.0,1
4060,J,18,0,13,1,-1.0,0
4061,J,15,0,20,0,1.0,0
4062,A,12,0,12,1,-1.0,0
4063,6,10,1,20,0,1.0,0
4064,2,1,0,21,0,1.0,0
4065,J,14,0,15,1,1.0,1
4066,6,9,1,16,1,-1.0,0
4067,3,2,0,13,1,-1.0,0
4068,9,18,1,21,0,1.0,0
4069,K,21,0,20,0,1.0,0
4070,2,8,0,18,0,1.0,0
4071,6,14,0,13,1,1.0,1
4072,Q,19,0,11,2,1.0,1
4073,2,11,1,17,1,-1.0,0
4074,3,11,0,11,3,-1.0,0
4075,K,14,0,16,1,1.0,1
4076,10,18,0,11,0,-1.0,1
4077,10,16,0,18,1,-1.0,0
4078,Q,15,0,13,1,-1.0,0
4079,K,13,0,19,0,1.0,0
4080,4,8,1,17,1,-1.0,0
4081,A,11,0,12,2,-1.0,0
4082,5,16,1,18,0,1.0,0
4083,A,18,0,10,2,-1.0,0
4084,2,12,0,6,2,-1.0,0
4085,J,13,1,21,0,1.0,0
4086,9,13,1,18,0,1.0,0
4087,2,8,0,16,1,1.0,1
4088,6,5,1,18,0,1.0,0
4089,3,10,0,19,0,1.0,0
4090,5,11,1,13,3,-1.0,0
4091,7,12,0,18,0,1.0,0
4092,7,5,0,17,0,-1.0,1
4093,6,10,1,17,0,1.0,0
4094,10,13,0,14,2,-1.0,0
4095,3,15,1,10,3,-1.0,0
4096,8,19,0,19,0,1.0,0
4097,K,12,1,18,0,1.0,0
4098,A,14,1,8,4,-1.0,0
4099,2,5,1,18,0,1.0,0
4100,3,9,1,19,0,1.0,0
4101,Q,17,0,19,1,-1.0,0
4102,J,17,0,17,1,-1.0,0
4103,A,17,0,15,0,-1.0,1
4104,J,10,0,14,1,-1.0,0
4105,J,13,0,18,0,1.0,0
4106,3,1,0,13,1,1.0,1
4107,7,11,0,10,1,1.0,1
4108,A,14,0,5,0,-1.0,1
4109,K,19,0,6,2,-1.0,0
4110,K,14,1,9,1,1.0,1
4111,7,10,0,14,1,-1.0,0
4112,5,15,0,17,0,1.0,0
4113,A,11,1,20,0,1.0,0
4114,J,19,0,13,2,-1.0,0
4115,4,10,1,21,0,1.0,0
4116,9,8,0,21,0,1.0,0
4117,3,11,0,13,1,-1.0,0
4118,Q,13,0,14,1,-1.0,0
4119,10,11,0,20,0,1.0,0
4120,A,16,0,12,0,-1.0,1
4121,K,12,0,15,1,1.0,1
4122,A,7,0,17,0,-1.0,1
4123,6,3,0,13,1,1.0,1
4124,4,17,0,16,1,-1.0,0
4125,7,14,0,14,1,1.0,1
4126,6,10,0,15,1,-1.0,0
4127,2,11,0,7,3,-1.0,0
4128,3,13,0,12,1,-1.0,0
4129,A,19,0,17,0,-1.0,1
4130,8,15,0,21,0,1.0,0
4131,7,14,0,17,1,1.0,1
4132,5,11,0,17,0,-1.0,1
4133,K,14,0,17,1,-1.0,0
4134,6,12,0,19,0,1.0,0
4135,6,2,0,14,1,-1.0,0
4136,7,11,0,17,0,1.0,0
4137,5,7,1,18,0,1.0,0
4138,A,18,1,12,1,1.0,1
4139,8,11,0,6,2,-1.0,0
4140,2,13,0,17,3,-1.0,0
4141,6,15,1,20,0,1.0,0
4142,Q,15,0,12,1,-1.0,0
4143,J,18,0,6,2,1.0,1
4144,8,15,0,18,0,1.0,0
4145,5,4,0,10,1,1.0,1
4146,10,17,0,20,0,-1.0,1
4147,10,15,0,15,1,-1.0,0
4148,9,6,0,16,0,-1.0,1
4149,A,14,0,15,2,-1.0,0
4150,8,8,1,19,0,1.0,0
4151,J,13,0,13,1,-1.0,0
4152,A,23,0,18,0,-1.0,1
4153,K,21,0,16,2,-1.0,0
4154,9,16,1,19,0,1.0,0
4155,Q,13,0,20,0,1.0,0
4156,2,8,0,11,1,1.0,1
4157,7,15,1,18,0,1.0,0
4158,4,4,1,12,1,-1.0,0
4159,8,16,0,19,0,1.0,0
4160,K,16,0,20,0,1.0,0
4161,Q,16,0,12,2,-1.0,0
4162,4,9,0,14,1,1.0,1
4163,2,2,0,9,2,-1.0,0
4164,A,14,0,21,0,1.0,0
4165,3,-2,1,19,0,1.0,0
4166,6,11,0,10,4,-1.0,0
4167,J,21,0,19,2,-1.0,0
4168,7,17,0,21,0,1.0,0
4169,Q,19,0,14,1,-1.0,0
4170,2,9,0,10,1,1.0,1
4171,K,15,0,12,4,-1.0,0
4172,8,14,0,16,1,1.0,1
4173,10,16,0,12,1,1.0,1
4174,J,9,1,15,0,1.0,0
4175,5,10,0,14,1,-1.0,0
4176,3,6,0,14,1,1.0,1
4177,5,4,0,15,1,-1.0,0
4178,3,6,1,14,1,-1.0,0
4179,2,6,1,11,1,1.0,1
4180,6,17,0,6,2,-1.0,0
4181,6,18,0,12,2,1.0,1
4182,6,13,0,14,1,-1.0,0
4183,9,11,0,14,1,-1.0,0
4184,3,11,0,10,2,-1.0,0
4185,K,13,1,19,0,1.0,0
4186,10,12,0,20,0,-1.0,1
4187,10,13,1,8,1,1.0,1
4188,2,1,1,16,1,1.0,1
4189,5,9,1,11,1,1.0,1
4190,6,3,0,21,0,1.0,0
4191,9,13,0,20,0,1.0,0
4192,8,8,1,21,0,1.0,0
4193,5,8,0,20,0,1.0,0
4194,6,10,1,5,2,-1.0,0
4195,6,13,0,14,1,-1.0,0
4196,7,11,1,13,2,1.0,1
4197,7,18,0,13,1,1.0,1
4198,A,15,0,19,1,1.0,1
4199,9,15,0,14,1,-1.0,0
4200,A,13,1,14,3,-1.0,0
4201,7,7,0,12,3,-1.0,0
4202,K,15,0,20,0,1.0,0
4203,3,2,1,21,0,1.0,0
4204,6,11,1,14,1,1.0,1
4205,5,10,0,16,1,-1.0,0
4206,6,5,0,20,0,1.0,0
4207,6,2,0,14,1,-1.0,0
4208,10,17,1,20,0,1.0,0
4209,3,15,1,13,1,1.0,1
4210,K,15,0,19,1,-1.0,0
4211,A,11,0,14,1,1.0,1
4212,5,10,0,5,1,1.0,1
4213,6,14,1,9,2,1.0,1
4214,10,17,0,16,1,-1.0,0
4215,9,15,0,20,0,1.0,0
4216,3,9,1,13,2,1.0,1
4217,3,8,1,20,0,1.0,0
4218,3,8,1,20,0,1.0,0
4219,6,5,0,20,0,-1.0,1
4220,5,6,1,17,1,1.0,1
4221,2,8,0,12,1,1.0,1
4222,A,16,1,9,2,-1.0,0
4223,J,20,0,12,4,-1.0,0
4224,7,12,0,12,2,1.0,1
4225,8,11,1,10,1,1.0,1
4226,K,17,0,9,3,-1.0,0
4227,8,13,0,13,3,-1.0,0
4228,4,11,0,20,0,1.0,0
4229,5,12,0,21,0,1.0,0
4230,2,6,1,11,1,1.0,1
4231,7,11,1,20,0,1.0,0
4232,6,10,1,7,2,1.0,1
4233,J,7,0,16,0,-1.0,1
4234,5,8,1,20,0,1.0,0
4235,8,20,0,18,1,-1.0,0
4236,Q,21,0,13,1,-1.0,0
4237,8,19,0,13,3,1.0,1
4238,7,9,0,19,0,1.0,0
4239,A,12,0,14,1,-1.0,0
4240,10,14,0,19,0,-1.0,1
4241,2,8,1,15,1,-1.0,0
4242,10,12,0,12,2,-1.0,0
4243,7,12,1,17,0,1.0,0
4244,2,0,0,19,0,1.0,0
4245,Q,14,0,15,1,1.0,1
4246,8,13,0,19,0,1.0,0
4247,Q,14,0,20,0,1.0,0
4248,10,11,0,20,0,1.0,0
4249,7,14,0,19,0,-1.0,1
4250,K,16,0,18,1,-1.0,0
4251,10,16,0,12,4,-1.0,0
4252,J,21,0,19,0,-1.0,1
4253,A,11,0,20,0,1.0,0
4254,5,13,1,6,2,-1.0,0
4255,8,17,0,10,2,1.0,1
4256,10,15,0,17,2,-1.0,0
4257,Q,9,1,12,1,1.0,1
4258,2,6,0,6,2,-1.0,0
4259,10,7,1,12,0,1.0,0
4260,2,0,0,11,1,1.0,1
4261,6,7,1,9,1,1.0,1
4262,6,7,1,18,0,1.0,0
4263,2,8,0,17,1,-1.0,0
4264,2,9,1,14,1,1.0,1
4265,J,21,0,10,0,-1.0,1
4266,6,16,0,9,1,1.0,1
4267,4,14,0,10,2,-1.0,0
4268,4,11,0,18,0,-1.0,1
4269,3,8,0,14,1,-1.0,0
4270,7,7,1,12,1,1.0,1
4271,3,8,0,20,0,-1.0,1
4272,A,11,0,17,0,-1.0,1
4273,K,15,0,12,2,1.0,1
4274,J,14,0,8,2,-1.0,0
4275,5,10,1,15,1,-1.0,0
4276,6,4,1,13,1,1.0,1
4277,K,14,1,20,0,1.0,0
4278,Q,19,0,14,1,-1.0,0
4279,4,8,1,19,0,1.0,0
4280,2,12,1,21,0,1.0,0
4281,10,19,0,20,0,1.0,0
4282,7,15,0,18,0,1.0,0
4283,3,5,0,13,2,-1.0,0
4284,8,16,0,11,2,-1.0,0
4285,5,11,1,15,1,1.0,1
4286,J,16,0,20,0,1.0,0
4287,7,9,0,11,1,-1.0,0
4288,5,9,0,14,1,-1.0,0
4289,10,12,0,15,1,-1.0,0
4290,6,7,1,19,0,1.0,0
4291,K,20,0,21,0,1.0,0
4292,7,10,1,9,2,1.0,1
4293,A,22,0,14,0,-1.0,1
4294,10,12,1,9,1,1.0,1
4295,2,11,0,17,1,-1.0,0
4296,A,14,0,10,2,1.0,1
4297,6,9,0,20,0,1.0,0
4298,A,15,0,13,3,1.0,1
4299,10,16,0,15,1,-1.0,0
4300,10,9,1,19,0,1.0,0
4301,2,6,0,14,1,-1.0,0
4302,4,7,1,13,2,-1.0,0
4303,9,13,0,13,1,-1.0,0
4304,10,11,0,7,1,-1.0,0
4305,8,21,0,21,0,1.0,0
4306,K,22,0,14,0,-1.0,1
4307,7,18,0,17,1,-1.0,0
4308,7,13,0,10,1,1.0,1
4309,5,13,0,9,2,1.0,1
4310,6,9,1,20,0,1.0,0
4311,7,16,0,9,1,1.0,1
4312,3,9,0,13,1,-1.0,0
4313,3,4,0,20,0,1.0,0
4314,K,8,0,9,1,-1.0,0
4315,5,10,1,17,0,1.0,0
4316,6,5,0,21,0,1.0,0
4317,2,6,0,10,2,-1.0,0
4318,7,11,0,15,1,-1.0,0
4319,4,4,1,7,1,1.0,1
